1,简单模式,420,31
11,困难模式,890,118
1,简单模式,350,24
1,简单模式,710,27
1,困难模式,5950,59
1,简单模式,1070,18
1,简单模式,480,22
1,简单模式,430,29
1,简单模式,1210,15
1,简单模式,180,49
1,简单模式,1210,20
1,简单模式,310,37
1,困难模式,3250,59
